"Package" "LibPath" "Version" "Priority" "Depends" "Imports" "LinkingTo" "Suggests" "Enhances" "License" "License_is_FOSS" "License_restricts_use" "OS_type" "MD5sum" "NeedsCompilation" "Built"
"ggstance" "ggstance" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.5" NA "R (>= 3.1.0)" "ggplot2 (>= 3.2.0), plyr, rlang, withr (>= 2.0.0)" NA "covr, Hmisc, testthat, vdiffr (>= 0.3.0)" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"ggtext" "ggtext" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.1" NA "R (>= 3.5)" "ggplot2 (>= 3.3.0), grid, gridtext, rlang, scales" NA "cowplot, dplyr, glue, knitr, rmarkdown, testthat, vdiffr" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"ggthemes" "ggthemes" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "4.2.4" NA "R (>= 3.3.0)" "ggplot2 (>= 3.0.0), graphics, grid, methods, purrr, scales,
stringr, tibble" NA "dplyr, covr, extrafont, glue, knitr, lattice, lintr, maps,
mapproj, pander, rlang, rmarkdown, spelling, testthat, tidyr,
vdiffr, withr" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"ggtree" "ggtree" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.0.0" NA "R (>= 3.5.0)" "ape, aplot (>= 0.0.4), dplyr, ggplot2 (>= 3.0.0), grid,
magrittr, methods, purrr, rlang, rvcheck, tidyr, tidytree (>=
0.2.6), treeio (>= 1.8.0), utils, scales" NA "emojifont, ggimage, ggplotify, grDevices, knitr, prettydoc,
rmarkdown, stats, testthat, tibble" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"gh" "gh" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.3.0" NA NA "cli (>= 2.0.1), gitcreds, httr (>= 1.2), ini, jsonlite" NA "covr, knitr, mockery, rmarkdown, rprojroot, spelling,
testthat (>= 2.3.2), withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"git2r" "git2r" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.28.0" NA "R (>= 3.1)" "graphics, utils" NA "getPass" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"gitcreds" "gitcreds" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.1" NA NA NA NA "codetools, testthat, knitr, mockery, oskeyring, rmarkdown,
withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"gld" "gld" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.6.2" NA NA "stats, graphics, e1071, lmom" NA "" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"glmGamPoi" "glmGamPoi" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4.0" NA NA "Rcpp, DelayedMatrixStats, matrixStats, DelayedArray,
HDF5Array, SummarizedExperiment, BiocGenerics, methods, stats,
utils, splines" "Rcpp, RcppArmadillo, beachmat" "testthat (>= 2.1.0), zoo, DESeq2, edgeR, limma, beachmat,
MASS, statmod, ggplot2, bench, BiocParallel, knitr, rmarkdown,
BiocStyle, TENxPBMCData, muscData, scran" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"glmnet" "glmnet" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "4.1-1" NA "R (>= 3.6.0), Matrix (>= 1.0-6)" "methods, utils, foreach, shape, survival" NA "knitr, lars, testthat, xfun, rmarkdown" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"GlobalOptions" "GlobalOptions" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.2" NA "R (>= 3.3.0), methods" "utils" NA "testthat (>= 1.0.0), knitr, markdown, GetoptLong" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"globals" "globals" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.14.0" NA "R (>= 3.1.2)" "codetools" NA NA NA "LGPL (>= 2.1)" NA NA NA NA "no" "4.1.0"
"glue" "glue" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4.2" NA "R (>= 3.2)" "methods" NA "testthat, covr, magrittr, crayon, knitr, rmarkdown, DBI,
RSQLite, R.utils, forcats, microbenchmark, rprintf, stringr,
ggplot2, dplyr, withr, vctrs (>= 0.3.0)" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"gmodels" "gmodels" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.18.1" NA "R (>= 1.9.0)" "MASS, gdata" NA "gplots, gtools, Matrix, nlme, lme4 (>= 0.999999-0)" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"gmp" "gmp" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.6-2" NA "R (>= 3.5.0)" "methods" NA "Rmpfr, MASS, round" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"GO.db" "GO.db" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.13.0" NA "R (>= 2.7.0), methods, AnnotationDbi (>= 1.53.1)" "methods, AnnotationDbi" NA "DBI" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"goftest" "goftest" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2-2" NA "R (>= 3.3)" "stats" NA NA NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"googledrive" "googledrive" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.1" NA "R (>= 3.2)" "curl (>= 2.8.1), gargle (>= 0.3.1), glue (>= 1.2.0), httr,
jsonlite, magrittr, purrr (>= 0.2.3), rlang (>= 0.3.1), tibble
(>= 2.0.0), utils, uuid" NA "covr, dplyr, knitr, rmarkdown, roxygen2, sodium, spelling,
testthat (>= 2.1.1)" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"googlesheets4" "googlesheets4" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.0" NA "R (>= 3.2)" "cellranger, curl, gargle (>= 1.0.0), glue (>= 1.3.0),
googledrive (>= 1.0.0), httr, ids, lifecycle, magrittr,
methods, purrr, rematch2, rlang, tibble (>= 2.1.1), utils,
vctrs (>= 0.2.3)" NA "covr, readr, rmarkdown, sodium, spelling, testthat (>=
2.1.0), withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"GOSemSim" "GOSemSim" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.18.0" NA "R (>= 3.5.0)" "AnnotationDbi, GO.db, methods, utils" "Rcpp" "AnnotationHub, BiocManager, clusterProfiler, DOSE, knitr,
rmarkdown, org.Hs.eg.db, prettydoc, testthat" NA "Artistic-2.0" NA NA NA NA "yes" "4.1.0"
"goseq" "goseq" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.44.0" NA "R (>= 2.11.0), BiasedUrn, geneLenDataBase (>= 1.9.2)" "mgcv, graphics, stats, utils, AnnotationDbi,
GO.db,BiocGenerics" NA "edgeR, org.Hs.eg.db, rtracklayer" NA "LGPL (>= 2)" NA NA NA NA "no" "4.1.0"
"GOstats" "GOstats" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.58.0" NA "R (>= 2.10), Biobase (>= 1.15.29), Category (>= 2.43.2), graph" "methods, stats, stats4, AnnotationDbi (>= 0.0.89), GO.db (>=
1.13.0), RBGL, annotate (>= 1.13.2), AnnotationForge, Rgraphviz" NA "hgu95av2.db (>= 1.13.0), ALL, multtest, genefilter,
RColorBrewer, xtable, SparseM, GSEABase, geneplotter,
org.Hs.eg.db, RUnit, BiocGenerics" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"gower" "gower" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2.2" NA NA NA NA "tinytest (>= 0.9.3)," NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"gplots" "gplots" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.1.1" NA "R (>= 3.0)" "gtools, stats, caTools, KernSmooth" NA "grid, MASS, knitr" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"graph" "graph" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.70.0" NA "R (>= 2.10), methods, BiocGenerics (>= 0.13.11)" "stats, stats4, utils" NA "SparseM (>= 0.36), XML, RBGL, RUnit, cluster" "Rgraphviz" "Artistic-2.0" NA NA NA NA "yes" "4.1.0"
"graphlayouts" "graphlayouts" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.7.1" NA "R (>= 3.2.0)" "igraph, Rcpp" "Rcpp, RcppArmadillo" "oaqc, testthat, ggraph, ggplot2, knitr, rmarkdown" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"GreyListChIP" "GreyListChIP" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.24.0" NA "R (>= 4.0), methods, GenomicRanges" "GenomicAlignments, BSgenome, Rsamtools, rtracklayer, MASS,
parallel, GenomeInfoDb, SummarizedExperiment, stats, utils" NA "BiocStyle, BiocGenerics, RUnit" "BSgenome.Hsapiens.UCSC.hg19" "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"gridBase" "gridBase" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4-7" NA "R (>= 2.3.0)" "graphics, grid" NA "lattice" NA "GPL" NA NA NA NA "no" "4.1.0"
"gridExtra" "gridExtra" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.3" NA NA "gtable, grid, grDevices, graphics, utils" NA "ggplot2, egg, lattice, knitr, testthat" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"gridGraphics" "gridGraphics" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.5-1" NA "grid, graphics" "grDevices" NA "magick (>= 1.3), pdftools (>= 1.6)" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"gridtext" "gridtext" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.4" NA "R (>= 3.5)" "grid, grDevices, markdown, rlang, Rcpp, RCurl, png, jpeg,
stringr, xml2" "Rcpp" "covr, knitr, rmarkdown, testthat, vdiffr" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"grr" "grr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.9.5" NA "R (>= 3.0.0)" NA NA NA NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"GSEABase" "GSEABase" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.54.0" NA "R (>= 2.6.0), BiocGenerics (>= 0.13.8), Biobase (>= 2.17.8),
annotate (>= 1.45.3), methods, graph (>= 1.37.2)" "AnnotationDbi, XML" NA "hgu95av2.db, GO.db, org.Hs.eg.db, Rgraphviz, ReportingTools,
testthat, BiocStyle, knitr" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"gtable" "gtable" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.0" NA "R (>= 3.0)" "grid" NA "covr, testthat, knitr, rmarkdown, ggplot2, profvis" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"gtools" "gtools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.8.2" NA "methods, stats, utils" NA NA NA NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"haven" "haven" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.4.1" NA "R (>= 3.2)" "forcats (>= 0.2.0), hms, methods, readr (>= 0.1.0), rlang (>=
0.4.0), tibble, tidyselect, vctrs (>= 0.3.0)" "cpp11" "cli, covr, crayon, fs, knitr, pillar (>= 1.4.0), rmarkdown,
testthat (>= 3.0.0)" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"HCAData" "HCAData" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.8.0" NA "R (>= 3.6), SingleCellExperiment" "ExperimentHub, AnnotationHub, HDF5Array, utils" NA "knitr, rmarkdown, BiocStyle, scran (>= 1.11.4), BiocSingular,
scater, scuttle, Rtsne, igraph, iSEE, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"HDF5Array" "HDF5Array" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.20.0" NA "R (>= 3.4), methods, DelayedArray (>= 0.15.16), rhdf5 (>=
2.31.6)" "utils, stats, tools, Matrix, rhdf5filters, BiocGenerics (>=
0.31.5), S4Vectors, IRanges" "S4Vectors (>= 0.27.13), Rhdf5lib" "BiocParallel, GenomicRanges, SummarizedExperiment (>=
1.15.1), h5vcData, ExperimentHub, TENxBrainData, zellkonverter,
GenomicFeatures, RUnit, SingleCellExperiment" NA "Artistic-2.0" NA NA NA NA "yes" "4.1.0"
"HDInterval" "HDInterval" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2.2" NA NA NA NA "coda" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"hdrcde" "hdrcde" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.4" NA "R (>= 2.15)" "locfit, ash, ks, KernSmooth, ggplot2, RColorBrewer" NA NA NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"heatmaply" "heatmaply" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.1" NA "R (>= 3.0.0), plotly (>= 4.7.1), viridis" "ggplot2 (>= 2.2.0), dendextend (>= 1.12.0), magrittr (>=
1.0.1), reshape2, scales, seriation, utils, stats, grDevices,
methods, colorspace, RColorBrewer, htmlwidgets, webshot,
assertthat, egg" NA "knitr, covr, gplots, tidyselect, rmarkdown, testthat" NA "GPL-2 | GPL-3" NA NA NA NA "no" "4.1.0"
"here" "here" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.1" NA NA "rprojroot (>= 2.0.2)" NA "conflicted, covr, fs, knitr, palmerpenguins, plyr, readr,
rlang, rmarkdown, testthat, uuid, withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"hexbin" "hexbin" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.28.2" NA "R (>= 2.0.1), methods" "lattice, grid, graphics, grDevices, stats, utils" NA "marray, affy, Biobase, limma, knitr" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"highlight" "highlight" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.5.0" NA "R (>= 3.2)" "grDevices, tools" NA NA NA "GPL (>= 3)" NA NA NA NA "yes" "4.1.0"
"highr" "highr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.9" NA "R (>= 3.2.3)" "xfun (>= 0.18)" NA "knitr, markdown, testit" NA "GPL" NA NA NA NA "no" "4.1.0"
"HKprocess" "HKprocess" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.0-2" NA "R (>= 3.2.3)" "MCMCpack (>= 1.3-3), gtools(>= 3.5.0)" NA "ltsa (>= 1.4.6), FGN (>= 2.0-12)" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"Hmisc" "Hmisc" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "4.5-0" NA "lattice, survival (>= 3.1-6), Formula, ggplot2 (>= 2.2)" "methods, latticeExtra, cluster, rpart, nnet, foreign, gtable,
grid, gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc" NA "acepack, chron, rms, mice, tables, knitr, plotly (>= 4.5.6),
rlang, plyr, VGAM" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"hms" "hms" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.0" NA NA "ellipsis (>= 0.3.2), lifecycle, methods, pkgconfig, rlang,
vctrs (>= 0.3.8)" NA "crayon, lubridate, pillar (>= 1.1.0), testthat (>= 3.0.0)" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"HSMMSingleCell" "HSMMSingleCell" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.12.0" NA "R (>= 2.10)" NA NA NA NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"htmlTable" "htmlTable" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.2.1" NA NA "stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)" NA "testthat, XML, xml2, Hmisc, reshape, rmarkdown, chron,
lubridate, tibble, purrr, tidyselect, glue, rlang, tidyr (>=
0.7.2), dplyr (>= 0.7.4)" NA "GPL (>= 3)" NA NA NA NA "no" "4.1.0"
"htmltools" "htmltools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.5.1.1" NA "R (>= 2.14.1)" "utils, digest, grDevices, base64enc, rlang" NA "markdown, testthat, withr, Cairo, ragg, shiny" "knitr" "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"htmlwidgets" "htmlwidgets" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.5.3" NA NA "grDevices, htmltools (>= 0.3), jsonlite (>= 0.9.16), yaml" NA "knitr (>= 1.8), rmarkdown, testthat" "shiny (>= 1.1)" "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"httpuv" "httpuv" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.6.1" NA "R (>= 2.15.1)" "Rcpp (>= 0.11.0), utils, R6, promises, later (>= 0.8.0)" "Rcpp, later" "testthat, callr, curl, websocket" NA "GPL (>= 2) | file LICENSE" NA NA NA NA "yes" "4.1.0"
"httr" "httr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4.2" NA "R (>= 3.2)" "curl (>= 3.0.0), jsonlite, mime, openssl (>= 0.8), R6" NA "covr, httpuv, jpeg, knitr, png, readr, rmarkdown, testthat
(>= 0.8.0), xml2" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"hunspell" "hunspell" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.0.1" NA "R (>= 3.0.2)" "Rcpp, digest" "Rcpp (>= 0.12.12)" "spelling, testthat, pdftools, janeaustenr, wordcloud2, knitr,
stopwords, rmarkdown" NA "GPL-2 | LGPL-2.1 | MPL-1.1" NA NA NA NA "yes" "4.1.0"
"hwriter" "hwriter" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.3.2" NA "R (>= 2.6.0)" NA NA NA NA "LGPL-2.1" NA NA NA NA "no" "4.1.0"
"ica" "ica" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0-2" NA NA NA NA NA NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"ids" "ids" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.1" NA NA "openssl, uuid" NA "knitr, rcorpora, rmarkdown, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"igraph" "igraph" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.6" NA "methods" "graphics, grDevices, magrittr, Matrix, pkgconfig (>= 2.0.0),
stats, utils" NA "ape, digest, graph, igraphdata, rgl, scales, stats4, tcltk,
testthat, withr" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"iheatmapr" "iheatmapr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.5.1" NA "R (>= 3.5.0)" "methods, utils, magrittr, stats, ggdendro, fastcluster,
RColorBrewer, htmlwidgets, jsonlite, scales, knitr, tools" NA "htmltools, datasets, shiny, testthat, rmarkdown, reshape2,
roxygen2, covr, webshot" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"IlluminaHumanMethylation450kanno.ilmn12.hg19" "IlluminaHumanMethylation450kanno.ilmn12.hg19" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.6.0" NA "R (>= 3.3.0), minfi (>= 1.19.15)" NA NA NA NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"IlluminaHumanMethylation450kmanifest" "IlluminaHumanMethylation450kmanifest" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4.0" NA "R (>= 2.13.0), minfi" NA NA NA NA "Artistic-2.0" NA NA NA NA NA "4.1.0"
"IlluminaHumanMethylationEPICanno.ilm10b4.hg19" "IlluminaHumanMethylationEPICanno.ilm10b4.hg19" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.6.0" NA "R (>= 3.3.0), minfi (>= 1.19.15)" NA NA NA NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"IlluminaHumanMethylationEPICmanifest" "IlluminaHumanMethylationEPICmanifest" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.0" NA "R (>= 3.2.0), minfi" NA NA NA NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"illuminaio" "illuminaio" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.34.0" NA NA "base64" NA "RUnit, BiocGenerics, IlluminaDataTestFiles (>= 1.0.2),
BiocStyle" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"impute" "impute" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.66.0" NA "R (>= 2.10)" NA NA NA NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"ini" "ini" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.1" NA NA NA NA "testthat" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"inline" "inline" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.18" NA NA "methods" NA "Rcpp (>= 0.11.0), tinytest" NA "LGPL" NA NA NA NA "no" "4.1.0"
"interactiveDisplayBase" "interactiveDisplayBase" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.30.0" NA "R (>= 2.10), methods, BiocGenerics" "shiny, DT" NA "knitr" "rstudioapi" "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"invgamma" "invgamma" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1" NA NA NA NA NA NA "GPL-2" NA NA NA NA "no" "4.1.0"
"iotools" "iotools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3-1" NA "R (>= 2.9.0)" "methods, parallel, utils" NA "testthat" NA "GPL-2 | GPL-3" NA NA NA NA "yes" "4.1.0"
"ipred" "ipred" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.9-11" NA "R (>= 2.10)" "rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim" NA "mvtnorm, mlbench, TH.data, randomForest, party" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"IRanges" "IRanges" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.26.0" NA "R (>= 4.0.0), methods, utils, stats, BiocGenerics (>= 0.37.0),
S4Vectors (>= 0.29.19)" "stats4" "S4Vectors" "XVector, GenomicRanges, Rsamtools, GenomicAlignments,
GenomicFeatures, BSgenome.Celegans.UCSC.ce2, pasillaBamSubset,
RUnit, BiocStyle" NA "Artistic-2.0" NA NA NA NA "yes" "4.1.0"
"IRdisplay" "IRdisplay" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0" NA "R (>= 3.0.1)" "methods, repr" NA "testthat, withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"IRkernel" "IRkernel" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2" NA "R (>= 3.2.0)" "repr (>= 0.4.99), methods, evaluate (>= 0.10), IRdisplay (>=
0.3.0.9999), pbdZMQ (>= 0.2-1), crayon, jsonlite (>= 0.9.6),
uuid, digest" NA "testthat, roxygen2" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"irlba" "irlba" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.3.3" NA "Matrix" "stats, methods" "Matrix" NA NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"iSEE" "iSEE" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.4.0" NA "SummarizedExperiment, SingleCellExperiment" "methods, BiocGenerics, S4Vectors, utils, stats, shiny,
shinydashboard, shinyAce, shinyjs, DT, rintrojs, ggplot2,
ggrepel, colourpicker, igraph, vipor, mgcv, graphics,
grDevices, viridisLite, shinyWidgets, ComplexHeatmap, circlize,
grid" NA "testthat, BiocStyle, knitr, rmarkdown, scRNAseq,
TENxPBMCData, scater, DelayedArray, HDF5Array, RColorBrewer,
viridis, htmltools" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"isoband" "isoband" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2.4" NA NA "grid, utils" NA "covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"ISOcodes" "ISOcodes" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2021.02.24" NA "R (>= 3.5.0)" NA NA NA NA "GPL-2" NA NA NA NA "no" "4.1.0"
"iterators" "iterators" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.13" NA "R (>= 2.5.0), utils" NA NA "RUnit, foreach" NA "Apache License (== 2.0)" NA NA NA NA "no" "4.1.0"
"janeaustenr" "janeaustenr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.5" NA "R (>= 3.1.2)" NA NA "dplyr, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"janitor" "janitor" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.1.0" NA "R (>= 3.1.2)" "dplyr (>= 1.0.0), lifecycle, lubridate, magrittr, purrr,
rlang, stringi, stringr, snakecase (>= 0.9.2), tidyselect (>=
1.0.0), tidyr (>= 0.7.0)" NA "knitr, rmarkdown, sf, testthat, tibble, tidygraph" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"jpeg" "jpeg" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1-8.1" NA "R (>= 2.9.0)" NA NA NA NA "GPL-2 | GPL-3" NA NA NA NA "yes" "4.1.0"
"jquerylib" "jquerylib" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.4" NA NA "htmltools" NA "testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"jsonlite" "jsonlite" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.7.2" NA "methods" NA NA "httr, curl, plyr, testthat, knitr, rmarkdown, R.rsp, sf" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"kableExtra" "kableExtra" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.3.4" NA "R (>= 3.1.0)" "knitr (>= 1.16), magrittr, stringr (>= 1.0), xml2 (>= 1.1.1),
rvest, rmarkdown (>= 1.6.0), scales, viridisLite, stats,
grDevices, htmltools, rstudioapi, glue, tools, webshot, digest,
graphics, svglite" NA "testthat, magick, formattable, sparkline" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"KEGGREST" "KEGGREST" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.32.0" NA "R (>= 3.5.0)" "methods, httr, png, Biostrings" NA "RUnit, BiocGenerics, knitr, markdown" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"kernlab" "kernlab" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.9-29" NA "R (>= 2.10)" "methods, stats, grDevices, graphics" NA NA NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"KernSmooth" "KernSmooth" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.23-20" "recommended" "R (>= 2.5.0), stats" NA NA "MASS, carData" NA "Unlimited" NA NA NA NA "yes" "4.1.0"
